Step(s),Voltage(V),Current_inv(A),SOC_true(%)
27068,3.2309,-155.5349,69.328
27069,3.2309,-155.5307,69.3267
27070,3.2309,-155.5307,69.3254
27071,3.2308,-155.5358,69.3241
27072,3.2308,-155.5425,69.3228
27073,3.2308,-155.5447,69.3215
27074,3.2307,-155.5447,69.3202
27075,3.2307,-155.5432,69.3189
27076,3.2307,-155.5453,69.3176
27077,3.2307,-155.5452,69.3163
27078,3.2306,-155.5444,69.315
27079,3.2306,-155.5463,69.3137
27080,3.2306,-155.543,69.3124
27081,3.2306,-155.5442,69.3112
27082,3.2305,-155.5571,69.3099
27083,3.2305,-155.5579,69.3086
27084,3.2305,-155.5609,69.3073
27085,3.2304,-155.5587,69.306
27086,3.2304,-155.5572,69.3047
27087,3.2304,-155.5577,69.3034
27088,3.2304,-155.5565,69.3021
27089,3.2303,-155.5595,69.3008
27090,3.2303,-155.5551,69.2995
27091,3.2303,-155.5686,69.2982
27092,3.2303,-155.5683,69.2969
27093,3.2302,-155.5693,69.2956
27094,3.2302,-155.5694,69.2943
27095,3.2302,-155.5694,69.2931
27096,3.2302,-155.5669,69.2918
27097,3.2301,-155.5681,69.2905
27098,3.2301,-155.5691,69.2892
27099,3.2301,-155.57,69.2879
27100,3.2301,-155.5689,69.2866
27101,3.23,-155.5663,69.2853
27102,3.23,-155.585,69.284
27103,3.23,-155.5824,69.2827
27104,3.23,-155.5813,69.2814
27105,3.2299,-155.5821,69.2801
27106,3.2299,-155.5794,69.2788
27107,3.2299,-155.5816,69.2775
27108,3.2298,-155.5821,69.2762
27109,3.2298,-155.5829,69.275
27110,3.2298,-155.5841,69.2737
27111,3.2298,-155.5957,69.2724
27112,3.2297,-155.6002,69.2711
27113,3.2298,-155.6012,69.2698
27114,3.2297,-155.5993,69.2685
27115,3.2297,-155.5995,69.2672
27116,3.2296,-155.5955,69.2659
27117,3.2296,-155.597,69.2646
27118,3.2296,-155.5982,69.2633
27119,3.2296,-155.5971,69.262
27120,3.2295,-155.598,69.2607
27121,3.2295,-155.5988,69.2594
27122,3.2295,-155.609,69.2581
27123,3.2295,-155.607,69.2569
27124,3.2294,-155.613,69.2556
27125,3.2294,-155.6092,69.2543
27126,3.2294,-155.6076,69.253
27127,3.2294,-155.6107,69.2517
27128,3.2294,-155.6094,69.2504
27129,3.2294,-155.6104,69.2491
27130,3.2293,-155.6073,69.2478
27131,3.2293,-155.6092,69.2465
27132,3.2293,-155.6106,69.2452
27133,3.2292,-155.611,69.2439
27134,3.2292,-155.6237,69.2426
27135,3.2292,-155.6269,69.2413
27136,3.2291,-155.624,69.24
27137,3.2291,-155.6253,69.2387
27138,3.2291,-155.627,69.2375
27139,3.2291,-155.6238,69.2362
27140,3.229,-155.6251,69.2349
27141,3.229,-155.623,69.2336
27142,3.229,-155.6263,69.2323
27143,3.229,-155.6255,69.231
27144,3.2289,-155.6233,69.2297
27145,3.2289,-155.6316,69.2284
27146,3.2289,-155.634,69.2271
27147,3.2289,-155.6333,69.2258
27148,3.2289,-155.6322,69.2245
27149,3.2288,-155.6326,69.2232
27150,3.2288,-155.6353,69.2219
27151,3.2288,-155.6325,69.2206
27152,3.2288,-155.636,69.2193
27153,3.2287,-155.6345,69.2181
27154,3.2288,-155.636,69.2168
27155,3.2287,-155.6351,69.2155
27156,3.2286,-155.6487,69.2142
27157,3.2286,-155.6474,69.2129
27158,3.2286,-155.6496,69.2116
27159,3.2285,-155.6477,69.2103
27160,3.2285,-155.6508,69.209
27161,3.2285,-155.6502,69.2077
27162,3.2285,-155.6468,69.2064
27163,3.2285,-155.6504,69.2051
27164,3.2284,-155.6473,69.2038
27165,3.2285,-155.6512,69.2025
27166,3.2284,-155.6512,69.2012
27167,3.2284,-155.6588,69.1999
27168,3.2284,-155.6648,69.1987
27169,3.2284,-155.6659,69.1974
27170,3.2283,-155.6664,69.1961
27171,3.2283,-155.6676,69.1948
27172,3.2283,-155.6638,69.1935
27173,3.2283,-155.6613,69.1922
27174,3.2282,-155.6668,69.1909
27175,3.2282,-155.6645,69.1896
27176,3.2282,-155.6619,69.1883
27177,3.2282,-155.6625,69.187
27178,3.2282,-155.6676,69.1857
27179,3.2281,-155.6775,69.1844
27180,3.2281,-155.676,69.1831
27181,3.2281,-155.6768,69.1818
27182,3.2281,-155.6721,69.1805
27183,3.228,-155.675,69.1792
27184,3.228,-155.6787,69.178
27185,3.2279,-155.6761,69.1767
27186,3.228,-155.672,69.1754
27187,3.228,-155.6743,69.1741
27188,3.2279,-155.6739,69.1728
27189,3.2279,-155.6737,69.1715
27190,3.2279,-155.6715,69.1702
27191,3.2279,-155.6755,69.1689
27192,3.2279,-155.693,69.1676
27193,3.2279,-155.6917,69.1663
27194,3.2278,-155.6881,69.165
27195,3.2278,-155.6904,69.1637
27196,3.2278,-155.6926,69.1624
27197,3.2278,-155.688,69.1611
27198,3.2278,-155.6903,69.1598
27199,3.2277,-155.6897,69.1586
27200,3.2277,-155.6914,69.1573
27201,3.2277,-155.6911,69.156
27202,3.2277,-155.691,69.1547
27203,3.2276,-155.6898,69.1534
27204,3.2276,-155.7032,69.1521
27205,3.2276,-155.7045,69.1508
27206,3.2276,-155.7017,69.1495
27207,3.2275,-155.7054,69.1482
27208,3.2275,-155.7065,69.1469
27209,3.2275,-155.7058,69.1456
27210,3.2275,-155.7025,69.1443
27211,3.2274,-155.7038,69.143
27212,3.2274,-155.7032,69.1417
27213,3.2274,-155.703,69.1404
27214,3.2274,-155.7063,69.1391
27215,3.2274,-155.7048,69.1378
27216,3.2273,-155.7052,69.1366
27217,3.2273,-155.7143,69.1353
27218,3.2273,-155.7143,69.134
27219,3.2273,-155.7154,69.1327
27220,3.2273,-155.7128,69.1314
27221,3.2272,-155.7162,69.1301
27222,3.2272,-155.7123,69.1288
27223,3.2272,-155.7138,69.1275
27224,3.2272,-155.7141,69.1262
27225,3.2272,-155.717,69.1249
27226,3.2271,-155.7154,69.1236
27227,3.2271,-155.716,69.1223
27228,3.2271,-155.717,69.121
27229,3.2271,-155.7173,69.1197
27230,3.2271,-155.7136,69.1184
27231,3.227,-155.7306,69.1171
27232,3.227,-155.7315,69.1158
27233,3.227,-155.7287,69.1146
27234,3.227,-155.7309,69.1133
27235,3.2269,-155.7291,69.112
27236,3.2269,-155.7326,69.1107
27237,3.2269,-155.7291,69.1094
27238,3.2269,-155.7302,69.1081
27239,3.2268,-155.7282,69.1068
27240,3.2268,-155.7294,69.1055
27241,3.2268,-155.7307,69.1042
27242,3.2268,-155.7302,69.1029
27243,3.2268,-155.7307,69.1016
27244,3.2268,-155.7476,69.1003
27245,3.2268,-155.7412,69.099
27246,3.2267,-155.7427,69.0977
27247,3.2267,-155.7441,69.0964
27248,3.2267,-155.747,69.0951
27249,3.2267,-155.7457,69.0938
27250,3.2266,-155.7431,69.0926
27251,3.2266,-155.7438,69.0913
27252,3.2266,-155.7469,69.09
27253,3.2266,-155.7417,69.0887
27254,3.2266,-155.7435,69.0874
27255,3.2266,-155.7462,69.0861
27256,3.2265,-155.7443,69.0848
27257,3.2265,-155.7557,69.0835
27258,3.2265,-155.7564,69.0822
27259,3.2265,-155.7553,69.0809
27260,3.2265,-155.7539,69.0796
27261,3.2265,-155.7568,69.0783
27262,3.2264,-155.755,69.077
27263,3.2264,-155.7533,69.0757
27264,3.2264,-155.7538,69.0744
27265,3.2264,-155.7573,69.0731
27266,3.2264,-155.755,69.0718
27267,3.2263,-155.757,69.0706
27268,3.2263,-155.7533,69.0693
27269,3.2262,-155.7545,69.068
27270,3.2263,-155.7567,69.0667
27271,3.2262,-155.7713,69.0654
27272,3.2262,-155.7702,69.0641
27273,3.2262,-155.7729,69.0628
27274,3.2262,-155.7682,69.0615
27275,3.2262,-155.7717,69.0602
27276,3.2261,-155.7677,69.0589
27277,3.2261,-155.77,69.0576
27278,3.2261,-155.7664,69.0563
27279,3.2261,-155.7671,69.055
27280,3.2261,-155.7693,69.0537
27281,3.226,-155.7689,69.0524
27282,3.226,-155.7692,69.0511
27283,3.226,-155.7687,69.0498
27284,3.226,-155.766,69.0485
27285,3.226,-155.7682,69.0473
27286,3.226,-155.7837,69.046
27287,3.226,-155.7813,69.0447
27288,3.2259,-155.7813,69.0434
27289,3.2259,-155.7838,69.0421
27290,3.2259,-155.7856,69.0408
27291,3.2259,-155.7822,69.0395
27292,3.2259,-155.788,69.0382
27293,3.2259,-155.7819,69.0369
27294,3.2258,-155.7843,69.0356
27295,3.2258,-155.7815,69.0343
27296,3.2257,-155.777,69.033
27297,3.2258,-155.7845,69.0317
27298,3.2258,-155.7842,69.0304
27299,3.2257,-155.7822,69.0291
27300,3.2257,-155.782,69.0278
27301,3.2257,-155.7956,69.0265
27302,3.2256,-155.7885,69.0252
27303,3.2256,-155.7905,69.0239
27304,3.2257,-155.7923,69.0227
27305,3.2257,-155.7913,69.0214
27306,3.2256,-155.7885,69.0201
27307,3.2256,-155.792,69.0188
27308,3.2255,-155.7905,69.0175
27309,3.2255,-155.7921,69.0162
27310,3.2255,-155.7939,69.0149
27311,3.2255,-155.7922,69.0136
27312,3.2255,-155.7966,69.0123
27313,3.2255,-155.7938,69.011
27314,3.2255,-155.7915,69.0097
27315,3.2254,-155.7923,69.0084
27316,3.2254,-155.79,69.0071
27317,3.2254,-155.8081,69.0058
27318,3.2254,-155.8081,69.0045
27319,3.2254,-155.8076,69.0032
27320,3.2253,-155.8076,69.0019
27321,3.2253,-155.8104,69.0006
27322,3.2253,-155.8066,68.9993
27323,3.2253,-155.8061,68.9981
27324,3.2253,-155.8042,68.9968
27325,3.2253,-155.8089,68.9955
27326,3.2253,-155.8103,68.9942
27327,3.2252,-155.8079,68.9929
27328,3.2252,-155.8105,68.9916
27329,3.2252,-155.8105,68.9903
27330,3.2252,-155.8056,68.989
27331,3.2251,-155.8169,68.9877
27332,3.2251,-155.8156,68.9864
27333,3.2251,-155.8198,68.9851
27334,3.2251,-155.8181,68.9838
27335,3.2251,-155.8161,68.9825
27336,3.2251,-155.8168,68.9812
27337,3.2251,-155.821,68.9799
27338,3.2251,-155.8189,68.9786
27339,3.225,-155.819,68.9773
27340,3.225,-155.8194,68.976
27341,3.225,-155.818,68.9747
27342,3.225,-155.8193,68.9735
27343,3.225,-155.8166,68.9722
27344,3.225,-155.8208,68.9709
27345,3.2249,-155.8183,68.9696
27346,3.2249,-155.8167,68.9683
27347,3.2249,-155.8153,68.967
27348,3.2249,-155.8175,68.9657
27349,3.2249,-155.8181,68.9644
27350,3.2249,-155.8336,68.9631
27351,3.2248,-155.8276,68.9618
27352,3.2248,-155.8301,68.9605
27353,3.2248,-155.8334,68.9592
27354,3.2248,-155.8303,68.9579
27355,3.2248,-155.8322,68.9566
27356,3.2247,-155.8313,68.9553
27357,3.2247,-155.83,68.954
27358,3.2247,-155.8286,68.9527
27359,3.2247,-155.8314,68.9514
27360,3.2247,-155.833,68.9501
27361,3.2247,-155.8322,68.9488
27362,3.2246,-155.8285,68.9476
27363,3.2246,-155.8337,68.9463
27364,3.2246,-155.8447,68.945
27365,3.2246,-155.8495,68.9437
27366,3.2246,-155.8492,68.9424
27367,3.2246,-155.8449,68.9411
27368,3.2246,-155.8495,68.9398
27369,3.2245,-155.8435,68.9385
27370,3.2245,-155.8438,68.9372
27371,3.2245,-155.8501,68.9359
27372,3.2245,-155.8486,68.9346
27373,3.2245,-155.8495,68.9333
27374,3.2244,-155.851,68.932
27375,3.2244,-155.8511,68.9307
27376,3.2244,-155.8473,68.9294
27377,3.2244,-155.8452,68.9281
27378,3.2244,-155.8467,68.9268
27379,3.2243,-155.8495,68.9255
27380,3.2244,-155.8477,68.9242
27381,3.2244,-155.8471,68.9229
27382,3.2244,-155.8562,68.9217
27383,3.2243,-155.8585,68.9204
27384,3.2243,-155.8581,68.9191
27385,3.2243,-155.8562,68.9178
27386,3.2243,-155.8561,68.9165
27387,3.2243,-155.8593,68.9152
27388,3.2243,-155.8583,68.9139
27389,3.2242,-155.8584,68.9126
27390,3.2242,-155.8571,68.9113
27391,3.2242,-155.8568,68.91
27392,3.2242,-155.8559,68.9087
27393,3.2242,-155.8579,68.9074
27394,3.2242,-155.8569,68.9061
27395,3.2241,-155.8569,68.9048
27396,3.2241,-155.8564,68.9035
27397,3.2241,-155.858,68.9022
27398,3.2241,-155.8563,68.9009
27399,3.2241,-155.8608,68.8996
27400,3.2241,-155.8734,68.8983
27401,3.224,-155.8729,68.897
27402,3.2241,-155.8701,68.8957
27403,3.224,-155.8774,68.8945
27404,3.224,-155.8748,68.8932
27405,3.224,-155.872,68.8919
27406,3.224,-155.874,68.8906
27407,3.2239,-155.8701,68.8893
27408,3.2239,-155.8718,68.888
27409,3.2239,-155.8735,68.8867
27410,3.2239,-155.8749,68.8854
27411,3.2239,-155.8734,68.8841
27412,3.2239,-155.8723,68.8828
27413,3.2239,-155.8705,68.8815
27414,3.2239,-155.8733,68.8802
27415,3.2238,-155.8736,68.8789
27416,3.2238,-155.8733,68.8776
27417,3.2238,-155.8848,68.8763
27418,3.2238,-155.8881,68.875
27419,3.2238,-155.8897,68.8737
27420,3.2237,-155.89,68.8724
27421,3.2238,-155.8857,68.8711
27422,3.2237,-155.8877,68.8698
27423,3.2237,-155.8896,68.8685
27424,3.2237,-155.8868,68.8672
27425,3.2237,-155.8866,68.866
27426,3.2237,-155.8875,68.8647
27427,3.2236,-155.8828,68.8634
27428,3.2236,-155.8877,68.8621
27429,3.2236,-155.8888,68.8608
27430,3.2236,-155.8887,68.8595
27431,3.2236,-155.8888,68.8582
27432,3.2236,-155.8878,68.8569
27433,3.2236,-155.8881,68.8556
27434,3.2235,-155.889,68.8543
27435,3.2235,-155.901,68.853
27436,3.2235,-155.8983,68.8517
27437,3.2235,-155.8977,68.8504
27438,3.2235,-155.8986,68.8491
27439,3.2235,-155.8973,68.8478
27440,3.2235,-155.8966,68.8465
27441,3.2234,-155.8966,68.8452
27442,3.2234,-155.8976,68.8439
27443,3.2234,-155.9019,68.8426
27444,3.2234,-155.8989,68.8413
27445,3.2234,-155.8993,68.84
27446,3.2234,-155.9016,68.8387
27447,3.2233,-155.9016,68.8375
27448,3.2234,-155.8971,68.8362
27449,3.2234,-155.9002,68.8349
27450,3.2233,-155.8997,68.8336
27451,3.2233,-155.9006,68.8323
27452,3.2233,-155.8986,68.831
27453,3.2233,-155.8971,68.8297
27454,3.2233,-155.897,68.8284
27455,3.2232,-155.9067,68.8271
27456,3.2232,-155.9153,68.8258
27457,3.2232,-155.9103,68.8245
27458,3.2232,-155.9118,68.8232
27459,3.2232,-155.913,68.8219
27460,3.2232,-155.9128,68.8206
27461,3.2232,-155.9125,68.8193
27462,3.2232,-155.914,68.818
27463,3.2231,-155.911,68.8167
27464,3.2231,-155.9147,68.8154
27465,3.2231,-155.9153,68.8141
27466,3.2231,-155.9168,68.8128
27467,3.2231,-155.911,68.8115
27468,3.2231,-155.9133,68.8102
27469,3.2231,-155.9169,68.8089
27470,3.2231,-155.9107,68.8077
27471,3.223,-155.9146,68.8064
27472,3.223,-155.9099,68.8051
27473,3.223,-155.9112,68.8038
27474,3.223,-155.9141,68.8025
27475,3.223,-155.9163,68.8012
27476,3.223,-155.9245,68.7999
27477,3.223,-155.9243,68.7986
27478,3.223,-155.9235,68.7973
27479,3.2229,-155.9199,68.796
27480,3.2229,-155.9233,68.7947
27481,3.2229,-155.9256,68.7934
27482,3.2229,-155.9214,68.7921
27483,3.2229,-155.9217,68.7908
27484,3.2229,-155.924,68.7895
27485,3.2228,-155.9232,68.7882
27486,3.2228,-155.9235,68.7869
27487,3.2228,-155.921,68.7856
27488,3.2228,-155.9227,68.7843
27489,3.2228,-155.9213,68.783
27490,3.2228,-155.9215,68.7817
27491,3.2228,-155.9222,68.7804
27492,3.2228,-155.9209,68.7791
27493,3.2227,-155.9196,68.7779
27494,3.2227,-155.9371,68.7766
27495,3.2227,-155.9379,68.7753
27496,3.2227,-155.9374,68.774
27497,3.2227,-155.94,68.7727
27498,3.2227,-155.9343,68.7714
27499,3.2227,-155.9392,68.7701
27500,3.2226,-155.9365,68.7688
27501,3.2226,-155.9372,68.7675
27502,3.2227,-155.9368,68.7662
27503,3.2226,-155.9376,68.7649
27504,3.2226,-155.9346,68.7636
27505,3.2226,-155.9379,68.7623
27506,3.2226,-155.9418,68.761
27507,3.2226,-155.939,68.7597
27508,3.2225,-155.9397,68.7584
27509,3.2225,-155.9412,68.7571
27510,3.2225,-155.9389,68.7558
27511,3.2225,-155.9387,68.7545
27512,3.2225,-155.94,68.7532
27513,3.2224,-155.9391,68.7519
27514,3.2224,-155.9349,68.7506
27515,3.2224,-155.9393,68.7493
27516,3.2224,-155.9493,68.748
27517,3.2224,-155.9521,68.7468
27518,3.2224,-155.9545,68.7455
27519,3.2224,-155.9526,68.7442
27520,3.2224,-155.9518,68.7429
27521,3.2224,-155.9537,68.7416
27522,3.2224,-155.953,68.7403
27523,3.2224,-155.9572,68.739
27524,3.2223,-155.9552,68.7377
27525,3.2223,-155.952,68.7364
27526,3.2223,-155.953,68.7351
27527,3.2223,-155.9544,68.7338
27528,3.2223,-155.9542,68.7325
27529,3.2223,-155.9542,68.7312
27530,3.2223,-155.958,68.7299
27531,3.2222,-155.9526,68.7286
27532,3.2222,-155.9542,68.7273
27533,3.2222,-155.9517,68.726
27534,3.2222,-155.9548,68.7247
27535,3.2222,-155.9568,68.7234
27536,3.2222,-155.9646,68.7221
27537,3.2222,-155.963,68.7208
27538,3.2222,-155.9656,68.7195
27539,3.2222,-155.9657,68.7182
27540,3.2221,-155.9666,68.7169
27541,3.2221,-155.9645,68.7156
27542,3.2221,-155.9628,68.7144
27543,3.2221,-155.9634,68.7131
27544,3.2221,-155.9651,68.7118
27545,3.2221,-155.9623,68.7105
27546,3.2221,-155.9627,68.7092
27547,3.2221,-155.9635,68.7079
27548,3.222,-155.9617,68.7066
27549,3.222,-155.9622,68.7053
27550,3.222,-155.9595,68.704
27551,3.222,-155.9607,68.7027
27552,3.222,-155.964,68.7014
27553,3.222,-155.962,68.7001
27554,3.222,-155.9593,68.6988
27555,3.222,-155.9598,68.6975
27556,3.222,-155.9617,68.6962
27557,3.222,-155.962,68.6949
27558,3.2219,-155.962,68.6936
27559,3.2219,-155.9617,68.6923
27560,3.2219,-155.9646,68.691
27561,3.2219,-155.9777,68.6897
27562,3.2219,-155.977,68.6884
27563,3.2219,-155.9765,68.6871
27564,3.2219,-155.9786,68.6858
27565,3.2218,-155.9785,68.6845
27566,3.2218,-155.9755,68.6832
27567,3.2218,-155.9786,68.6819
27568,3.2218,-155.9756,68.6807
27569,3.2218,-155.9773,68.6794
27570,3.2218,-155.9818,68.6781
27571,3.2218,-155.9796,68.6768
27572,3.2218,-155.9755,68.6755
27573,3.2218,-155.9803,68.6742
27574,3.2218,-155.9754,68.6729
27575,3.2218,-155.9787,68.6716
27576,3.2217,-155.9784,68.6703
27577,3.2217,-155.9792,68.669
27578,3.2217,-155.9768,68.6677
27579,3.2217,-155.9715,68.6664
27580,3.2217,-155.9771,68.6651
27581,3.2217,-155.9759,68.6638
27582,3.2216,-155.9897,68.6625
27583,3.2216,-155.9929,68.6612
27584,3.2216,-155.9876,68.6599
27585,3.2216,-155.9901,68.6586
27586,3.2216,-155.992,68.6573
27587,3.2216,-155.9911,68.656
27588,3.2216,-155.9955,68.6547
27589,3.2216,-155.9929,68.6534
27590,3.2216,-155.9903,68.6521
27591,3.2216,-155.9957,68.6508
27592,3.2215,-155.9895,68.6495
27593,3.2215,-155.9902,68.6482
27594,3.2215,-155.9906,68.647
27595,3.2215,-155.9931,68.6457
27596,3.2215,-155.9939,68.6444
27597,3.2215,-155.9909,68.6431
27598,3.2215,-155.9933,68.6418
27599,3.2215,-155.9886,68.6405
27600,3.2215,-155.9901,68.6392
27601,3.2214,-155.991,68.6379
27602,3.2214,-155.9897,68.6366
27603,3.2214,-155.9925,68.6353
27604,3.2214,-155.9909,68.634
27605,3.2214,-155.991,68.6327
27606,3.2214,-155.9892,68.6314
27607,3.2214,-156.0018,68.6301
27608,3.2213,-156.0009,68.6288
27609,3.2214,-156.0052,68.6275
27610,3.2213,-156.0042,68.6262
27611,3.2213,-156.001,68.6249
27612,3.2213,-156.0005,68.6236
27613,3.2213,-156.0017,68.6223
27614,3.2213,-155.9992,68.621
27615,3.2213,-156,68.6197
27616,3.2213,-156.004,68.6184
27617,3.2213,-156.0006,68.6171
27618,3.2213,-156.0038,68.6158
27619,3.2213,-156.0011,68.6145
27620,3.2212,-156.004,68.6132
27621,3.2212,-156.0032,68.6119
27622,3.2212,-155.9975,68.6107
27623,3.2212,-156.0032,68.6094
27624,3.2212,-156.0007,68.6081
27625,3.2211,-156.0037,68.6068
27626,3.2212,-155.9968,68.6055
27627,3.2212,-155.9988,68.6042
27628,3.2211,-156.0039,68.6029
27629,3.2211,-156,68.6016
27630,3.2211,-156.0036,68.6003
27631,3.2211,-156.0012,68.599
27632,3.2211,-156.0023,68.5977
27633,3.2211,-156.0167,68.5964
27634,3.2211,-156.0165,68.5951
27635,3.2211,-156.017,68.5938
27636,3.2211,-156.0166,68.5925
27637,3.2211,-156.0142,68.5912
27638,3.221,-156.0142,68.5899
27639,3.221,-156.0148,68.5886
27640,3.221,-156.0162,68.5873
27641,3.221,-156.0159,68.586
27642,3.221,-156.0163,68.5847
27643,3.221,-156.0169,68.5834
27644,3.221,-156.0173,68.5821
27645,3.221,-156.0167,68.5808
27646,3.2209,-156.0161,68.5795
27647,3.221,-156.0173,68.5782
27648,3.221,-156.0162,68.5769
27649,3.2209,-156.0135,68.5756
27650,3.2209,-156.0174,68.5744
27651,3.2209,-156.0174,68.5731
27652,3.2209,-156.0158,68.5718
27653,3.2209,-156.0139,68.5705
27654,3.2209,-156.0136,68.5692
27655,3.2209,-156.016,68.5679
27656,3.2209,-156.0152,68.5666
27657,3.2209,-156.016,68.5653
27658,3.2209,-156.0144,68.564
27659,3.2209,-156.0158,68.5627
27660,3.2208,-156.0196,68.5614
27661,3.2208,-156.0198,68.5601
27662,3.2208,-156.0316,68.5588
27663,3.2208,-156.0323,68.5575
27664,3.2208,-156.0299,68.5562
27665,3.2208,-156.035,68.5549
27666,3.2208,-156.0337,68.5536
27667,3.2208,-156.0289,68.5523
27668,3.2207,-156.0296,68.551
27669,3.2207,-156.0347,68.5497
27670,3.2207,-156.0331,68.5484
27671,3.2207,-156.0278,68.5471
27672,3.2207,-156.0276,68.5458
27673,3.2207,-156.0275,68.5445
27674,3.2207,-156.0314,68.5432
27675,3.2207,-156.0326,68.5419
27676,3.2207,-156.0321,68.5406
27677,3.2207,-156.0312,68.5393
27678,3.2207,-156.0304,68.538
27679,3.2207,-156.0326,68.5368
27680,3.2206,-156.0347,68.5355
27681,3.2206,-156.0315,68.5342
27682,3.2206,-156.0343,68.5329
27683,3.2206,-156.0309,68.5316
27684,3.2206,-156.0339,68.5303
27685,3.2206,-156.0334,68.529
27686,3.2206,-156.0308,68.5277
27687,3.2205,-156.0419,68.5264
27688,3.2205,-156.0382,68.5251
27689,3.2206,-156.0409,68.5238
27690,3.2206,-156.0445,68.5225
27691,3.2205,-156.0426,68.5212
27692,3.2205,-156.0417,68.5199
27693,3.2204,-156.0382,68.5186
27694,3.2205,-156.0407,68.5173
27695,3.2205,-156.0433,68.516
27696,3.2205,-156.0413,68.5147
27697,3.2204,-156.0452,68.5134
27698,3.2204,-156.0421,68.5121
27699,3.2204,-156.0448,68.5108
27700,3.2204,-156.0442,68.5095
27701,3.2204,-156.0415,68.5082
27702,3.2204,-156.0422,68.5069
27703,3.2204,-156.0419,68.5056
27704,3.2204,-156.0422,68.5043
27705,3.2204,-156.0433,68.503
27706,3.2204,-156.044,68.5017
27707,3.2203,-156.041,68.5004
27708,3.2203,-156.0437,68.4991
27709,3.2203,-156.0434,68.4978
27710,3.2203,-156.0448,68.4966
27711,3.2203,-156.0439,68.4953
27712,3.2203,-156.0408,68.494
27713,3.2203,-156.0437,68.4927
27714,3.2203,-156.0411,68.4914
27715,3.2203,-156.0432,68.4901
27716,3.2203,-156.0597,68.4888
27717,3.2203,-156.0558,68.4875
27718,3.2203,-156.0574,68.4862
27719,3.2202,-156.06,68.4849
27720,3.2202,-156.0572,68.4836
27721,3.2203,-156.0609,68.4823
27722,3.2202,-156.0538,68.481
27723,3.2202,-156.0578,68.4797
27724,3.2202,-156.0607,68.4784
27725,3.2202,-156.0557,68.4771
27726,3.2202,-156.0576,68.4758
27727,3.2202,-156.0595,68.4745
27728,3.2202,-156.0583,68.4732
27729,3.2201,-156.0593,68.4719
27730,3.2201,-156.0572,68.4706
27731,3.2201,-156.0559,68.4693
27732,3.2201,-156.058,68.468
27733,3.2201,-156.0556,68.4667
27734,3.2201,-156.0548,68.4654
27735,3.2201,-156.0572,68.4641
27736,3.2201,-156.0585,68.4628
27737,3.2201,-156.0587,68.4615
27738,3.2201,-156.0562,68.4602
27739,3.22,-156.0565,68.4589
27740,3.2201,-156.0574,68.4576
27741,3.2201,-156.0567,68.4564
27742,3.22,-156.0573,68.4551
27743,3.22,-156.057,68.4538
27744,3.22,-156.057,68.4525
27745,3.22,-156.0703,68.4512
27746,3.22,-156.0706,68.4499
27747,3.22,-156.0647,68.4486
27748,3.22,-156.0687,68.4473
27749,3.2199,-156.0682,68.446
27750,3.22,-156.0706,68.4447
27751,3.22,-156.0666,68.4434
27752,3.2199,-156.07,68.4421
27753,3.2199,-156.0649,68.4408
27754,3.2199,-156.0672,68.4395
27755,3.22,-156.0689,68.4382
27756,3.2199,-156.0711,68.4369
27757,3.2199,-156.0659,68.4356
27758,3.2199,-156.0671,68.4343
27759,3.2199,-156.0671,68.433
27760,3.2199,-156.0691,68.4317
27761,3.2199,-156.0637,68.4304
27762,3.2199,-156.0655,68.4291
27763,3.2199,-156.0687,68.4278
27764,3.2199,-156.0656,68.4265
27765,3.2198,-156.0689,68.4252
27766,3.2198,-156.069,68.4239
27767,3.2198,-156.0695,68.4226
27768,3.2198,-156.0673,68.4213
27769,3.2198,-156.0666,68.42
27770,3.2198,-156.0695,68.4187
27771,3.2198,-156.068,68.4174
27772,3.2198,-156.0641,68.4161
27773,3.2198,-156.0678,68.4148
27774,3.2197,-156.0817,68.4136
27775,3.2197,-156.0804,68.4123
27776,3.2198,-156.0796,68.411
27777,3.2198,-156.0853,68.4097
27778,3.2197,-156.0788,68.4084
27779,3.2197,-156.0808,68.4071
27780,3.2197,-156.0851,68.4058
27781,3.2197,-156.0822,68.4045
27782,3.2197,-156.0856,68.4032
27783,3.2197,-156.085,68.4019
27784,3.2197,-156.08,68.4006
27785,3.2197,-156.0839,68.3993
27786,3.2197,-156.084,68.398
27787,3.2197,-156.086,68.3967
27788,3.2197,-156.0833,68.3954
27789,3.2196,-156.0797,68.3941
27790,3.2196,-156.0844,68.3928
27791,3.2196,-156.0799,68.3915
27792,3.2196,-156.0839,68.3902
27793,3.2196,-156.0839,68.3889
27794,3.2196,-156.0831,68.3876
27795,3.2196,-156.0837,68.3863
27796,3.2196,-156.0812,68.385
27797,3.2196,-156.0822,68.3837
27798,3.2196,-156.0831,68.3824
27799,3.2196,-156.0822,68.3811
27800,3.2196,-156.0812,68.3798
27801,3.2196,-156.0811,68.3785
27802,3.2196,-156.0842,68.3772
27803,3.2195,-156.0822,68.3759
27804,3.2195,-156.0823,68.3746
27805,3.2195,-156.0847,68.3733
27806,3.2195,-156.0827,68.372
27807,3.2195,-156.0809,68.3707
27808,3.2195,-156.0976,68.3695
27809,3.2195,-156.0979,68.3682
27810,3.2195,-156.0959,68.3669
27811,3.2194,-156.0991,68.3656
27812,3.2194,-156.0967,68.3643
27813,3.2195,-156.0965,68.363
27814,3.2194,-156.0991,68.3617
27815,3.2194,-156.0953,68.3604
